CustomerID;FirstName;LastName;EmailAddress;LocationCity;LocationState;LocationCountry;Gender;AgeGroup;CustomerType
2376;David;Jones;david.jones2376@example.com;Tokyo;IDF;USA;Other;25-34;Returning
2377;Peter;Jones;peter.jones2377@example.com;Tokyo;ENG;Germany;Other;55-64;VIP
2378;Emily;Miller;emily.miller2378@example.com;Toronto;ON;Australia;Other;55-64;VIP
2379;Sarah;Jones;sarah.jones2379@example.com;Berlin;ON;Japan;Other;25-34;Returning
2380;John;Davis;john.davis2380@example.com;Sydney;ENG;Canada;Male;55-64;New
2381;Sarah;Garcia;sarah.garcia2381@example.com;London;ENG;UK;Male;65+;New
2382;John;Davis;john.davis2382@example.com;Berlin;NSW;Germany;Other;18-24;VIP
2383;Emily;Doe;emily.doe2383@example.com;Berlin;BE;Germany;Male;45-54;VIP
2384;Sarah;Brown;sarah.brown2384@example.com;Sydney;NSW;USA;Female;55-64;VIP
2385;Chris;Brown;chris.brown2385@example.com;Sydney;NY;France;Female;55-64;VIP
2386;Chris;Williams;chris.williams2386@example.com;Sydney;BE;France;Other;55-64;Returning
2387;Jane;Brown;jane.brown2387@example.com;New York;NSW;Japan;Other;18-24;VIP
2388;John;Brown;john.brown2388@example.com;Tokyo;NSW;France;Female;35-44;VIP
2389;Emily;Davis;emily.davis2389@example.com;New York;NSW;France;Other;35-44;VIP
2390;Jane;Davis;jane.davis2390@example.com;Sydney;TKY;Japan;Male;55-64;VIP
2391;Peter;Jones;peter.jones2391@example.com;London;ENG;France;Male;55-64;VIP
2392;Chris;Miller;chris.miller2392@example.com;Sydney;TKY;Canada;Other;25-34;VIP
2393;Chris;Jones;chris.jones2393@example.com;Toronto;TKY;Japan;Other;35-44;Returning
2394;Laura;Jones;laura.jones2394@example.com;Paris;ON;USA;Male;55-64;VIP
2395;Laura;Brown;laura.brown2395@example.com;London;IDF;Japan;Female;55-64;VIP
2396;John;Williams;john.williams2396@example.com;Sydney;NY;USA;Other;55-64;New
2397;John;Smith;john.smith2397@example.com;Tokyo;IDF;Germany;Other;35-44;VIP
2398;David;Williams;david.williams2398@example.com;New York;TKY;France;Female;55-64;New
2399;Sarah;Doe;sarah.doe2399@example.com;New York;NY;Japan;Male;18-24;VIP
2400;Emily;Davis;emily.davis2400@example.com;Berlin;NY;Germany;Male;45-54;VIP
2401;Laura;Brown;laura.brown2401@example.com;Berlin;BE;UK;Other;18-24;VIP
2402;Sarah;Garcia;sarah.garcia2402@example.com;New York;NSW;Australia;Other;18-24;VIP
2403;David;Garcia;david.garcia2403@example.com;Berlin;BE;France;Female;45-54;VIP
2404;John;Davis;john.davis2404@example.com;London;TKY;USA;Male;25-34;VIP
2405;Sarah;Miller;sarah.miller2405@example.com;New York;ON;Canada;Male;65+;VIP
2406;Emily;Jones;emily.jones2406@example.com;Berlin;ON;Germany;Other;18-24;Returning
2407;Sarah;Miller;sarah.miller2407@example.com;Tokyo;ENG;Australia;Other;18-24;Returning
2408;Sarah;Miller;sarah.miller2408@example.com;Berlin;IDF;USA;Other;35-44;Returning
2409;Peter;Jones;peter.jones2409@example.com;Tokyo;IDF;Japan;Other;25-34;VIP
2410;Sarah;Jones;sarah.jones2410@example.com;Sydney;NSW;Australia;Female;18-24;VIP
2411;Peter;Jones;peter.jones2411@example.com;London;NSW;UK;Male;65+;VIP
2412;Laura;Davis;laura.davis2412@example.com;Berlin;IDF;USA;Male;25-34;VIP
2413;Peter;Williams;peter.williams2413@example.com;Tokyo;BE;UK;Male;55-64;VIP
2414;Chris;Smith;chris.smith2414@example.com;Sydney;NSW;Canada;Female;35-44;VIP
2415;Laura;Miller;laura.miller2415@example.com;Berlin;NY;Germany;Other;45-54;Returning
2416;Chris;Williams;chris.williams2416@example.com;Tokyo;BE;UK;Other;55-64;Returning
2417;Sarah;Davis;sarah.davis2417@example.com;Berlin;BE;UK;Male;45-54;VIP
2418;Peter;Garcia;peter.garcia2418@example.com;Tokyo;BE;USA;Male;25-34;VIP
2419;Sarah;Smith;sarah.smith2419@example.com;New York;IDF;Australia;Other;55-64;VIP
2420;John;Brown;john.brown2420@example.com;New York;ENG;Canada;Male;55-64;Returning
2421;Chris;Williams;chris.williams2421@example.com;Sydney;NY;Germany;Male;55-64;VIP
2422;Sarah;Williams;sarah.williams2422@example.com;Sydney;NSW;Japan;Female;35-44;VIP
2423;John;Miller;john.miller2423@example.com;London;NSW;Australia;Female;65+;New
2424;Emily;Miller;emily.miller2424@example.com;London;BE;Japan;Other;18-24;VIP
2425;David;Smith;david.smith2425@example.com;Berlin;ENG;Germany;Female;55-64;New
2426;Emily;Williams;emily.williams2426@example.com;Sydney;NY;UK;Female;45-54;Returning
2427;John;Smith;john.smith2427@example.com;Paris;TKY;Japan;Female;18-24;VIP
2428;John;Doe;john.doe2428@example.com;Tokyo;TKY;Japan;Other;65+;VIP
2429;Chris;Jones;chris.jones2429@example.com;Tokyo;NY;Canada;Other;65+;VIP
2430;Sarah;Doe;sarah.doe2430@example.com;Tokyo;ON;UK;Male;65+;VIP
2431;Emily;Garcia;emily.garcia2431@example.com;London;NSW;Canada;Male;65+;Returning
2432;Jane;Doe;jane.doe2432@example.com;Paris;ON;France;Other;25-34;VIP
2433;John;Williams;john.williams2433@example.com;London;NSW;UK;Other;45-54;VIP
2434;Laura;Garcia;laura.garcia2434@example.com;Sydney;NY;Japan;Female;45-54;VIP
2435;Emily;Miller;emily.miller2435@example.com;Berlin;ENG;Canada;Female;55-64;VIP
2436;Emily;Doe;emily.doe2436@example.com;Sydney;IDF;Canada;Female;35-44;VIP
2437;Peter;Jones;peter.jones2437@example.com;Paris;NY;USA;Female;55-64;VIP
2438;David;Williams;david.williams2438@example.com;Toronto;IDF;France;Female;25-34;New
2439;David;Williams;david.williams2439@example.com;Tokyo;NY;Australia;Female;25-34;Returning
2440;Sarah;Williams;sarah.williams2440@example.com;Tokyo;IDF;France;Male;55-64;Returning
2441;Chris;Miller;chris.miller2441@example.com;Paris;ON;Australia;Other;25-34;VIP
2442;David;Jones;david.jones2442@example.com;Tokyo;NY;Japan;Other;35-44;VIP
2443;John;Doe;john.doe2443@example.com;Sydney;ON;Japan;Female;45-54;VIP
2444;Peter;Davis;peter.davis2444@example.com;Paris;ENG;USA;Female;25-34;VIP
2445;Sarah;Williams;sarah.williams2445@example.com;Sydney;ENG;France;Female;25-34;VIP
2446;Chris;Davis;chris.davis2446@example.com;Sydney;ON;Japan;Male;45-54;VIP
2447;John;Davis;john.davis2447@example.com;Sydney;NY;France;Female;18-24;VIP
2448;Jane;Davis;jane.davis2448@example.com;Tokyo;BE;Australia;Male;55-64;VIP
2449;John;Williams;john.williams2449@example.com;Berlin;BE;USA;Other;45-54;VIP
2450;Jane;Jones;jane.jones2450@example.com;London;ON;UK;Female;65+;VIP
2451;Chris;Miller;chris.miller2451@example.com;Tokyo;BE;Germany;Other;18-24;VIP
2452;Peter;Jones;peter.jones2452@example.com;London;IDF;Canada;Other;25-34;Returning
2453;Jane;Miller;jane.miller2453@example.com;New York;ON;USA;Female;65+;Returning
2454;Chris;Jones;chris.jones2454@example.com;Toronto;ENG;Japan;Female;65+;VIP
2455;Jane;Miller;jane.miller2455@example.com;New York;TKY;Japan;Male;55-64;VIP
2456;Chris;Miller;chris.miller2456@example.com;Sydney;TKY;Germany;Other;25-34;New
2457;Emily;Jones;emily.jones2457@example.com;Toronto;BE;Australia;Other;18-24;VIP
2458;Peter;Jones;peter.jones2458@example.com;London;ON;Germany;Other;55-64;VIP
2459;Peter;Brown;peter.brown2459@example.com;London;BE;USA;Female;55-64;VIP
2460;David;Davis;david.davis2460@example.com;Paris;IDF;Canada;Other;55-64;VIP
2461;Emily;Doe;emily.doe2461@example.com;Berlin;BE;France;Female;25-34;VIP
2462;Emily;Smith;emily.smith2462@example.com;Toronto;NSW;Japan;Male;65+;Returning
2463;Jane;Doe;jane.doe2463@example.com;Paris;NSW;France;Female;55-64;VIP
2464;Jane;Davis;jane.davis2464@example.com;Tokyo;IDF;France;Other;45-54;Returning
2465;Emily;Smith;emily.smith2465@example.com;New York;ENG;Australia;Male;55-64;VIP
2466;Laura;Davis;laura.davis2466@example.com;London;ON;France;Other;55-64;VIP
2467;Peter;Jones;peter.jones2467@example.com;London;BE;Japan;Other;35-44;VIP
2468;Laura;Miller;laura.miller2468@example.com;Paris;NY;Australia;Female;65+;VIP
2469;Chris;Miller;chris.miller2469@example.com;New York;TKY;Japan;Female;65+;Returning
2470;Peter;Davis;peter.davis2470@example.com;Tokyo;IDF;Australia;Male;18-24;Returning
2471;David;Miller;david.miller2471@example.com;Tokyo;ON;UK;Male;55-64;VIP
2472;David;Smith;david.smith2472@example.com;Tokyo;BE;Australia;Other;35-44;VIP
2473;Sarah;Williams;sarah.williams2473@example.com;Toronto;ON;UK;Male;35-44;VIP
2474;Laura;Smith;laura.smith2474@example.com;Toronto;NSW;USA;Female;45-54;Returning
2475;Sarah;Smith;sarah.smith2475@example.com;Tokyo;TKY;Germany;Male;18-24;VIP
2476;Laura;Brown;laura.brown2476@example.com;Sydney;BE;Germany;Male;18-24;VIP
2477;Jane;Smith;jane.smith2477@example.com;Berlin;ENG;Japan;Male;55-64;Returning
2478;Sarah;Garcia;sarah.garcia2478@example.com;Toronto;IDF;USA;Female;65+;VIP
2479;John;Smith;john.smith2479@example.com;New York;BE;France;Other;45-54;VIP
2480;Sarah;Jones;sarah.jones2480@example.com;Toronto;ON;UK;Male;55-64;VIP
2481;Sarah;Smith;sarah.smith2481@example.com;Toronto;BE;Japan;Male;45-54;VIP
2482;Chris;Garcia;chris.garcia2482@example.com;Toronto;ON;France;Female;45-54;Returning
2483;John;Davis;john.davis2483@example.com;Toronto;TKY;Canada;Male;55-64;VIP
2484;Peter;Doe;peter.doe2484@example.com;Tokyo;NSW;Canada;Female;35-44;VIP
2485;Laura;Davis;laura.davis2485@example.com;Toronto;NY;USA;Other;55-64;VIP
2486;Emily;Davis;emily.davis2486@example.com;London;BE;USA;Male;65+;VIP
2487;David;Garcia;david.garcia2487@example.com;Berlin;IDF;Canada;Other;65+;Returning
2488;Jane;Williams;jane.williams2488@example.com;Paris;NY;France;Other;55-64;VIP
2489;Emily;Miller;emily.miller2489@example.com;Toronto;TKY;USA;Female;18-24;Returning
2490;Laura;Miller;laura.miller2490@example.com;London;NSW;Canada;Other;45-54;VIP
2491;Chris;Miller;chris.miller2491@example.com;Paris;ENG;France;Other;18-24;Returning
2492;Jane;Brown;jane.brown2492@example.com;Sydney;NSW;Germany;Other;55-64;VIP
2493;Chris;Davis;chris.davis2493@example.com;London;NY;Canada;Male;25-34;VIP
2494;Jane;Miller;jane.miller2494@example.com;Toronto;ON;UK;Male;65+;VIP
2495;Jane;Jones;jane.jones2495@example.com;London;ON;USA;Other;18-24;New
2496;Emily;Davis;emily.davis2496@example.com;Tokyo;BE;Germany;Male;25-34;New
2497;Emily;Garcia;emily.garcia2497@example.com;Toronto;NSW;USA;Female;18-24;Returning
2498;David;Miller;david.miller2498@example.com;Berlin;ENG;France;Female;35-44;VIP
2499;Emily;Williams;emily.williams2499@example.com;Sydney;ENG;UK;Other;35-44;VIP
2500;Emily;Smith;emily.smith2500@example.com;Paris;NSW;USA;Other;45-54;New
2501;Laura;Jones;laura.jones2501@example.com;London;TKY;Germany;Male;55-64;VIP
2502;Jane;Garcia;jane.garcia2502@example.com;Berlin;ON;Australia;Male;45-54;VIP
2503;Laura;Smith;laura.smith2503@example.com;Berlin;ENG;UK;Female;45-54;VIP
2504;David;Garcia;david.garcia2504@example.com;Berlin;BE;Canada;Female;45-54;Returning
2505;Peter;Williams;peter.williams2505@example.com;New York;NY;USA;Male;35-44;VIP
2506;David;Williams;david.williams2506@example.com;Paris;NSW;UK;Other;18-24;VIP
2507;John;Jones;john.jones2507@example.com;New York;ENG;Australia;Other;55-64;Returning
2508;Jane;Doe;jane.doe2508@example.com;Berlin;NY;UK;Female;65+;Returning
2509;John;Garcia;john.garcia2509@example.com;London;BE;France;Male;35-44;VIP
2510;John;Jones;john.jones2510@example.com;Tokyo;ENG;Japan;Other;25-34;New
2511;Peter;Brown;peter.brown2511@example.com;Toronto;TKY;France;Female;45-54;VIP
2512;John;Davis;john.davis2512@example.com;Berlin;ON;Japan;Other;25-34;VIP
2513;Jane;Miller;jane.miller2513@example.com;Toronto;BE;Japan;Other;35-44;Returning
2514;Laura;Garcia;laura.garcia2514@example.com;New York;ENG;France;Male;35-44;New
2515;Sarah;Garcia;sarah.garcia2515@example.com;Paris;IDF;Canada;Male;45-54;VIP
2516;Emily;Brown;emily.brown2516@example.com;Paris;TKY;USA;Female;18-24;Returning
2517;Emily;Smith;emily.smith2517@example.com;Toronto;TKY;France;Female;55-64;Returning
2518;Laura;Williams;laura.williams2518@example.com;London;BE;Germany;Male;25-34;VIP
2519;Laura;Miller;laura.miller2519@example.com;Tokyo;NSW;Australia;Female;45-54;VIP
2520;Peter;Garcia;peter.garcia2520@example.com;Paris;IDF;Japan;Other;18-24;VIP
2521;David;Davis;david.davis2521@example.com;New York;ON;France;Female;25-34;Returning
2522;Laura;Davis;laura.davis2522@example.com;Paris;IDF;USA;Other;25-34;VIP
2523;Jane;Miller;jane.miller2523@example.com;Toronto;ENG;USA;Female;35-44;Returning
2524;Chris;Jones;chris.jones2524@example.com;Paris;TKY;USA;Male;25-34;VIP
2525;Peter;Williams;peter.williams2525@example.com;New York;TKY;Canada;Male;65+;Returning
2526;John;Garcia;john.garcia2526@example.com;London;ENG;UK;Female;35-44;VIP
2527;David;Davis;david.davis2527@example.com;Toronto;NY;Germany;Other;18-24;Returning
2528;Chris;Davis;chris.davis2528@example.com;Berlin;NY;France;Other;35-44;VIP
2529;Peter;Jones;peter.jones2529@example.com;Berlin;NY;Canada;Female;45-54;Returning
2530;Laura;Davis;laura.davis2530@example.com;Paris;IDF;Japan;Male;65+;VIP
2531;David;Jones;david.jones2531@example.com;London;IDF;USA;Other;65+;New
2532;Chris;Smith;chris.smith2532@example.com;Toronto;IDF;Canada;Other;45-54;New
2533;Emily;Davis;emily.davis2533@example.com;Paris;NY;Japan;Female;45-54;Returning
2534;Laura;Brown;laura.brown2534@example.com;Paris;NY;Japan;Other;55-64;VIP
2535;Jane;Garcia;jane.garcia2535@example.com;Sydney;NY;France;Female;55-64;VIP
2536;Peter;Brown;peter.brown2536@example.com;London;NSW;Japan;Other;45-54;New
2537;Jane;Brown;jane.brown2537@example.com;Toronto;NY;France;Female;35-44;VIP
2538;Sarah;Davis;sarah.davis2538@example.com;Paris;BE;Japan;Other;35-44;Returning
2539;Peter;Brown;peter.brown2539@example.com;Paris;ON;France;Other;65+;VIP
2540;David;Jones;david.jones2540@example.com;Sydney;TKY;UK;Other;55-64;VIP
2541;Peter;Jones;peter.jones2541@example.com;New York;ON;Germany;Female;18-24;VIP
2542;Jane;Miller;jane.miller2542@example.com;Berlin;BE;Canada;Male;55-64;Returning
2543;John;Williams;john.williams2543@example.com;Berlin;BE;Canada;Other;35-44;VIP
2544;Sarah;Brown;sarah.brown2544@example.com;New York;BE;UK;Female;18-24;VIP
2545;John;Garcia;john.garcia2545@example.com;London;TKY;Canada;Male;65+;New
2546;John;Miller;john.miller2546@example.com;Paris;NSW;Germany;Male;18-24;VIP
2547;John;Smith;john.smith2547@example.com;Toronto;ON;France;Male;25-34;VIP
2548;Emily;Smith;emily.smith2548@example.com;Toronto;ON;Japan;Male;55-64;VIP
2549;Chris;Miller;chris.miller2549@example.com;Paris;TKY;France;Female;18-24;VIP
2550;Emily;Smith;emily.smith2550@example.com;London;BE;Germany;Other;25-34;VIP
2551;Laura;Doe;laura.doe2551@example.com;London;NSW;Germany;Female;65+;VIP
2552;Jane;Jones;jane.jones2552@example.com;Paris;NY;France;Female;55-64;Returning
2553;Jane;Smith;jane.smith2553@example.com;Paris;BE;USA;Other;45-54;VIP
2554;Laura;Jones;laura.jones2554@example.com;Toronto;ENG;Canada;Other;35-44;VIP
2555;Peter;Smith;peter.smith2555@example.com;Tokyo;TKY;Germany;Female;65+;VIP
2556;Sarah;Jones;sarah.jones2556@example.com;London;NY;UK;Other;55-64;VIP
2557;Sarah;Brown;sarah.brown2557@example.com;Toronto;NY;Canada;Other;18-24;VIP
2558;Emily;Williams;emily.williams2558@example.com;New York;ON;USA;Female;18-24;VIP
2559;John;Jones;john.jones2559@example.com;London;NSW;UK;Female;25-34;VIP
2560;Laura;Smith;laura.smith2560@example.com;New York;NY;USA;Female;55-64;Returning
2561;Emily;Smith;emily.smith2561@example.com;Berlin;NY;Canada;Female;18-24;VIP
2562;Jane;Brown;jane.brown2562@example.com;Paris;NSW;Germany;Male;35-44;Returning
2563;Emily;Doe;emily.doe2563@example.com;Berlin;TKY;Japan;Male;35-44;Returning
2564;John;Miller;john.miller2564@example.com;Paris;TKY;Canada;Female;65+;Returning
2565;Emily;Davis;emily.davis2565@example.com;Sydney;ENG;Canada;Other;25-34;VIP
2566;Peter;Garcia;peter.garcia2566@example.com;Tokyo;ON;Japan;Male;45-54;VIP
2567;Jane;Garcia;jane.garcia2567@example.com;Toronto;TKY;Canada;Female;55-64;New
2568;John;Doe;john.doe2568@example.com;Toronto;BE;Canada;Female;45-54;New
2569;Jane;Davis;jane.davis2569@example.com;Toronto;ON;Japan;Female;25-34;Returning
2570;John;Jones;john.jones2570@example.com;Tokyo;NSW;Germany;Female;55-64;VIP
2571;John;Miller;john.miller2571@example.com;London;NSW;Canada;Female;55-64;VIP
2572;David;Doe;david.doe2572@example.com;London;NY;Australia;Female;65+;VIP
2573;John;Doe;john.doe2573@example.com;Paris;ENG;Australia;Male;25-34;Returning
2574;Sarah;Williams;sarah.williams2574@example.com;Toronto;NY;Germany;Male;45-54;Returning
2575;Sarah;Davis;sarah.davis2575@example.com;London;ENG;UK;Male;18-24;VIP
2576;Chris;Williams;chris.williams2576@example.com;London;ON;Australia;Other;45-54;VIP
2577;Jane;Williams;jane.williams2577@example.com;Tokyo;ON;France;Female;18-24;VIP
2578;Peter;Davis;peter.davis2578@example.com;Paris;NY;Australia;Other;55-64;VIP
2579;Peter;Davis;peter.davis2579@example.com;Paris;NY;France;Male;35-44;VIP
2580;Jane;Davis;jane.davis2580@example.com;London;TKY;USA;Male;25-34;VIP
2581;Chris;Jones;chris.jones2581@example.com;Toronto;ENG;Japan;Female;55-64;VIP
2582;Laura;Davis;laura.davis2582@example.com;London;IDF;Canada;Other;55-64;VIP
2583;David;Davis;david.davis2583@example.com;Sydney;NY;France;Female;25-34;Returning
2584;John;Garcia;john.garcia2584@example.com;Berlin;NSW;Japan;Other;25-34;VIP
2585;Peter;Miller;peter.miller2585@example.com;Berlin;TKY;Japan;Female;35-44;VIP
2586;Emily;Williams;emily.williams2586@example.com;Berlin;IDF;Canada;Male;25-34;VIP
2587;Peter;Davis;peter.davis2587@example.com;Paris;IDF;France;Other;55-64;Returning
2588;David;Williams;david.williams2588@example.com;Sydney;ON;Germany;Other;45-54;VIP
2589;John;Williams;john.williams2589@example.com;Paris;BE;USA;Female;45-54;Returning
2590;Chris;Miller;chris.miller2590@example.com;London;BE;Australia;Male;25-34;New
2591;John;Davis;john.davis2591@example.com;Paris;ON;Australia;Female;18-24;Returning
2592;Laura;Williams;laura.williams2592@example.com;Sydney;ENG;USA;Male;25-34;VIP
2593;Jane;Williams;jane.williams2593@example.com;Tokyo;IDF;USA;Male;55-64;New
2594;Laura;Doe;laura.doe2594@example.com;Tokyo;IDF;Canada;Male;25-34;VIP
2595;Chris;Smith;chris.smith2595@example.com;Tokyo;ON;France;Other;45-54;VIP
2596;Laura;Williams;laura.williams2596@example.com;Sydney;TKY;Canada;Male;35-44;VIP
2597;John;Smith;john.smith2597@example.com;Toronto;NY;UK;Other;35-44;Returning
2598;Laura;Jones;laura.jones2598@example.com;Berlin;ON;Canada;Female;18-24;VIP
2599;Chris;Jones;chris.jones2599@example.com;Sydney;NSW;Australia;Male;55-64;Returning
2600;David;Smith;david.smith2600@example.com;Toronto;NSW;Canada;Male;35-44;VIP
2601;Sarah;Doe;sarah.doe2601@example.com;Tokyo;TKY;Germany;Other;45-54;VIP
2602;Chris;Garcia;chris.garcia2602@example.com;London;NSW;France;Female;18-24;Returning
2603;Laura;Garcia;laura.garcia2603@example.com;New York;IDF;Japan;Other;55-64;Returning
2604;John;Smith;john.smith2604@example.com;Sydney;ON;Japan;Male;18-24;VIP
2605;Peter;Smith;peter.smith2605@example.com;Tokyo;NY;UK;Male;65+;New
2606;Emily;Doe;emily.doe2606@example.com;Toronto;ENG;Canada;Female;45-54;New
2607;Peter;Doe;peter.doe2607@example.com;Paris;ENG;Japan;Other;55-64;Returning
2608;Laura;Jones;laura.jones2608@example.com;New York;TKY;Canada;Other;55-64;VIP
2609;Jane;Williams;jane.williams2609@example.com;London;ENG;Australia;Female;65+;Returning
2610;Jane;Smith;jane.smith2610@example.com;Toronto;TKY;Australia;Male;45-54;VIP
2611;Chris;Jones;chris.jones2611@example.com;London;ENG;Australia;Male;18-24;Returning
2612;Laura;Smith;laura.smith2612@example.com;Berlin;ON;UK;Female;45-54;VIP
2613;Peter;Davis;peter.davis2613@example.com;Toronto;NSW;Australia;Female;18-24;Returning
2614;John;Smith;john.smith2614@example.com;London;ENG;Germany;Female;25-34;VIP
2615;Laura;Williams;laura.williams2615@example.com;New York;NY;Australia;Male;25-34;Returning
2616;Sarah;Williams;sarah.williams2616@example.com;New York;NSW;Canada;Other;18-24;Returning
2617;Jane;Doe;jane.doe2617@example.com;Paris;IDF;Japan;Male;18-24;VIP
2618;David;Doe;david.doe2618@example.com;New York;ENG;Germany;Other;55-64;Returning
2619;Jane;Jones;jane.jones2619@example.com;Toronto;NSW;UK;Other;25-34;Returning
2620;Jane;Miller;jane.miller2620@example.com;Toronto;NY;UK;Male;25-34;VIP
2621;Emily;Williams;emily.williams2621@example.com;Sydney;NY;Australia;Male;65+;VIP
2622;Peter;Davis;peter.davis2622@example.com;Sydney;TKY;Australia;Female;45-54;VIP
2623;Sarah;Garcia;sarah.garcia2623@example.com;Tokyo;NY;USA;Female;25-34;VIP
2624;Jane;Davis;jane.davis2624@example.com;New York;ENG;Germany;Other;65+;VIP
2625;John;Jones;john.jones2625@example.com;Toronto;NSW;USA;Female;65+;Returning
2626;Emily;Doe;emily.doe2626@example.com;Paris;TKY;Canada;Female;55-64;Returning
2627;Peter;Miller;peter.miller2627@example.com;Berlin;IDF;Germany;Other;45-54;Returning
2628;Jane;Miller;jane.miller2628@example.com;New York;TKY;France;Female;65+;Returning
2629;Peter;Williams;peter.williams2629@example.com;London;IDF;Germany;Female;45-54;New
2630;Emily;Jones;emily.jones2630@example.com;Toronto;NSW;UK;Female;18-24;Returning
2631;Sarah;Williams;sarah.williams2631@example.com;Toronto;IDF;UK;Male;45-54;VIP
2632;Sarah;Miller;sarah.miller2632@example.com;Sydney;IDF;Germany;Female;45-54;VIP
2633;John;Brown;john.brown2633@example.com;Tokyo;BE;France;Other;45-54;Returning
2634;Peter;Garcia;peter.garcia2634@example.com;Paris;ON;USA;Female;65+;Returning
2635;Sarah;Garcia;sarah.garcia2635@example.com;London;TKY;Germany;Female;18-24;VIP
2636;Laura;Doe;laura.doe2636@example.com;Sydney;ENG;Canada;Other;35-44;VIP
2637;Peter;Doe;peter.doe2637@example.com;Berlin;NY;Japan;Male;65+;VIP
2638;Jane;Brown;jane.brown2638@example.com;Toronto;BE;Australia;Other;45-54;New
2639;David;Jones;david.jones2639@example.com;Sydney;NSW;UK;Male;18-24;VIP
2640;Emily;Davis;emily.davis2640@example.com;London;ENG;Germany;Other;18-24;New
2641;Emily;Davis;emily.davis2641@example.com;New York;NSW;Canada;Other;18-24;VIP
2642;Emily;Miller;emily.miller2642@example.com;Berlin;ON;Japan;Other;55-64;VIP
2643;Laura;Jones;laura.jones2643@example.com;New York;TKY;UK;Male;25-34;VIP
2644;Laura;Davis;laura.davis2644@example.com;London;BE;Australia;Female;25-34;VIP
2645;Sarah;Jones;sarah.jones2645@example.com;Sydney;NSW;Canada;Female;45-54;VIP
2646;Chris;Brown;chris.brown2646@example.com;Toronto;NY;UK;Female;25-34;VIP
2647;John;Brown;john.brown2647@example.com;Sydney;BE;France;Female;25-34;VIP
2648;Laura;Smith;laura.smith2648@example.com;New York;IDF;Canada;Female;55-64;VIP
2649;Sarah;Jones;sarah.jones2649@example.com;Berlin;NY;Germany;Male;35-44;VIP
2650;Jane;Miller;jane.miller2650@example.com;Toronto;TKY;UK;Other;55-64;VIP
2651;Peter;Smith;peter.smith2651@example.com;London;BE;Japan;Female;25-34;New
2652;Jane;Miller;jane.miller2652@example.com;New York;NSW;USA;Male;18-24;VIP
2653;Peter;Doe;peter.doe2653@example.com;Toronto;ENG;UK;Other;45-54;VIP
2654;Laura;Brown;laura.brown2654@example.com;Berlin;TKY;France;Female;35-44;VIP
2655;Sarah;Brown;sarah.brown2655@example.com;New York;NY;USA;Other;55-64;New
2656;David;Jones;david.jones2656@example.com;Tokyo;NSW;Japan;Other;25-34;VIP
2657;John;Miller;john.miller2657@example.com;Paris;TKY;USA;Male;55-64;VIP
2658;David;Miller;david.miller2658@example.com;Toronto;TKY;Canada;Other;25-34;New
2659;Emily;Davis;emily.davis2659@example.com;Paris;BE;Canada;Female;18-24;VIP
2660;Jane;Garcia;jane.garcia2660@example.com;Toronto;BE;France;Other;55-64;VIP
2661;Sarah;Garcia;sarah.garcia2661@example.com;New York;ON;Canada;Other;35-44;VIP
2662;Laura;Jones;laura.jones2662@example.com;Paris;NY;Australia;Other;18-24;Returning
2663;Chris;Jones;chris.jones2663@example.com;New York;ENG;Germany;Other;18-24;VIP
2664;John;Jones;john.jones2664@example.com;Tokyo;NSW;Canada;Male;35-44;Returning
2665;Peter;Williams;peter.williams2665@example.com;New York;TKY;Germany;Female;55-64;Returning
2666;Emily;Doe;emily.doe2666@example.com;Toronto;ENG;USA;Other;18-24;Returning
2667;Laura;Doe;laura.doe2667@example.com;Toronto;TKY;Canada;Female;25-34;Returning
2668;Jane;Smith;jane.smith2668@example.com;New York;NSW;Canada;Other;45-54;Returning
2669;Sarah;Brown;sarah.brown2669@example.com;Paris;NSW;Australia;Female;35-44;New
2670;Sarah;Miller;sarah.miller2670@example.com;Paris;BE;Canada;Male;65+;VIP
2671;John;Williams;john.williams2671@example.com;London;BE;Australia;Other;45-54;New
2672;John;Davis;john.davis2672@example.com;Sydney;BE;USA;Male;65+;VIP
2673;David;Doe;david.doe2673@example.com;New York;NY;Australia;Other;45-54;Returning
2674;Jane;Jones;jane.jones2674@example.com;Berlin;ENG;France;Female;65+;VIP
2675;Sarah;Miller;sarah.miller2675@example.com;Toronto;ENG;Germany;Other;65+;Returning
2676;David;Doe;david.doe2676@example.com;New York;BE;Japan;Other;35-44;VIP
2677;David;Doe;david.doe2677@example.com;New York;NSW;USA;Female;35-44;VIP
2678;Chris;Garcia;chris.garcia2678@example.com;London;NSW;Australia;Male;65+;VIP
2679;Jane;Williams;jane.williams2679@example.com;Tokyo;NSW;Australia;Female;35-44;Returning
2680;Jane;Smith;jane.smith2680@example.com;Toronto;ON;Canada;Female;35-44;Returning
2681;Sarah;Williams;sarah.williams2681@example.com;Berlin;NY;Canada;Other;55-64;VIP
2682;Peter;Davis;peter.davis2682@example.com;London;NSW;Australia;Male;25-34;Returning
2683;Chris;Doe;chris.doe2683@example.com;Toronto;TKY;Germany;Male;35-44;VIP
2684;Emily;Doe;emily.doe2684@example.com;Tokyo;IDF;Canada;Male;45-54;Returning
2685;Emily;Garcia;emily.garcia2685@example.com;London;NY;Canada;Other;55-64;VIP
2686;Sarah;Miller;sarah.miller2686@example.com;Tokyo;IDF;Germany;Other;35-44;VIP
